ubicgeob,cod_expe,cod_deli,delirie8,califdel,gdoconsu,formcomi,formacci,tipmodal,ele_comi,ticoncur,ticlasif,entiocur,munocurr,fec_ocur,totalca1,totalca2
"15104",11676,12122,40100,2,1,2,1,3,2,1,1,15,"15057","03/09/2017","1","2"
"15104",11677,12123,40100,1,1,1,1,3,1,1,1,15,"15037","10/03/2018","1","2"
"15104",11678,12124,40100,3,1,3,3,6,6,3,4,15,"15999","05/04/2016","1","1"
"15104",11679,12125,40100,1,1,1,1,3,1,1,1,15,"15057","04/03/2018","3","1"
"15104",11680,12126,40100,1,1,2,1,3,2,1,1,15,"15014","27/02/2017","4","2"
"15104",11681,12127,40100,1,1,2,1,3,2,1,1,15,"15060","08/12/2017","4","1"
"15104",11682,12128,20600,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11682,12129,40100,1,1,1,1,3,1,1,3,15,"15014","18/08/2016","1","1"
"15104",11683,12130,40100,1,1,1,1,3,1,1,1,15,"15014","25/09/2016","2","1"
"15104",11683,12131,40100,1,1,1,1,3,1,1,1,15,"15014","25/09/2016","2","1"
"15104",11684,12132,10100,3,1,3,3,6,6,3,4,15,"15999","12/01/2016","2","1"
"15104",11685,12133,10100,1,1,1,1,4,1,1,1,15,"15057","28/01/2016","1","2"
"15104",11686,12134,40100,1,1,2,1,3,2,1,1,99,"99999","28/03/2017","2","11"
"15104",11687,12135,40100,1,1,2,1,5,2,1,1,15,"15014","25/05/2018","1","1"
"15104",11688,12136,20600,1,1,3,1,3,3,1,2,15,"15057","16/11/2016","1","1"
"15104",11689,12137,20600,3,1,3,3,6,6,3,4,15,"15999","20/06/2014","1","1"
"15104",11690,12138,60200,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11691,12139,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11692,12140,40100,2,1,2,1,3,2,1,1,15,"15057","18/05/2018","1","1"
"15104",11693,12141,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11693,12142,40100,1,1,1,1,3,1,1,1,15,"15014","18/10/2017","1","1"
"15104",11694,12143,40500,3,1,3,3,6,6,3,4,15,"15999","09/09/1899","2","1"
"15104",11695,12144,40100,1,1,2,1,3,2,1,3,15,"15057","20/04/2018","1","2"
"15104",11696,12145,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11697,12146,10100,3,1,3,3,6,6,3,4,15,"15057","28/06/2012","1","1"
"15104",11698,12147,40100,1,1,2,1,3,2,1,1,15,"15014","10/11/2017","1","2"
"15104",11699,12148,40100,2,1,2,1,3,2,1,1,15,"15060","25/08/2018","1","1"
"15104",11700,12149,40100,3,1,3,3,6,6,3,4,15,"15999","02/05/2016","1","1"
"15104",11701,12150,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11702,12151,10100,3,1,3,3,6,6,3,4,15,"15014","05/06/2015","1","1"
"15104",11703,12152,20600,3,1,3,3,6,6,3,4,15,"15999","14/10/2014","1","1"
"15104",11704,12153,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11705,12154,40100,1,1,2,1,3,2,1,1,15,"15014","02/02/2018","2","1"
"15104",11706,12155,20600,3,1,3,3,6,6,3,4,15,"15033","09/09/1899","3","1"
"15104",11707,12156,40100,2,1,1,1,3,1,1,1,15,"15057","08/03/2017","1","1"
"15104",11708,12157,40100,3,1,3,3,6,6,3,4,15,"15014","09/09/1899","1","1"
"15104",11709,12158,40100,1,1,1,1,3,1,1,1,15,"15057","27/12/2017","2","1"
"15104",11710,12159,10100,3,1,3,3,6,6,3,4,15,"15999","09/09/1899","2","1"
"15104",11711,12160,40100,1,1,2,1,3,2,1,2,15,"15013","09/03/2018","1","1"
"15104",11711,12161,40100,1,1,2,1,3,2,1,1,15,"15013","09/03/2018","1","1"
"15104",11712,12162,10100,1,1,1,3,3,1,3,1,99,"99999","08/01/2018","2","1"
"15104",11713,12163,40100,1,1,2,1,3,2,1,1,15,"15013","14/08/2017","1","1"
"15104",11714,12164,10100,1,2,3,1,3,4,1,1,15,"15013","28/04/2018","1","1"
"15104",11715,12165,30400,1,1,3,2,3,3,2,1,15,"15057","22/05/2017","1","1"
"15104",11716,12166,40100,3,1,2,1,3,2,1,1,15,"15014","21/08/2017","1","2"
"15104",11717,12167,40400,2,1,3,2,1,3,2,1,15,"15014","05/10/2014","1","1"
"15104",11718,12168,40100,3,1,3,3,6,6,3,4,15,"15999","10/07/2014","1","1"
"15104",11719,12169,40100,3,3,3,3,6,6,3,4,99,"99999","19/05/2016","1","2"
"15104",11720,12170,20600,1,1,3,3,3,4,3,1,99,"99999","18/09/2017","2","1"
"15104",11721,12171,40100,1,1,2,1,3,2,1,1,15,"15014","07/11/2016","1","1"
"15104",11722,12172,40100,1,1,1,1,3,1,1,1,15,"15057","18/09/2017","1","1"
"15104",11723,12173,40100,1,1,2,1,3,2,1,1,15,"15057","08/07/2018","1","1"
"15104",11724,12174,40100,3,1,3,3,6,6,3,4,15,"15014","11/06/2016","1","2"
"15104",11725,12175,40100,1,1,1,1,5,1,1,1,15,"15057","11/06/2018","2","1"
"15104",11726,12176,10100,1,1,3,3,3,4,3,1,99,"99999","29/03/2017","2","1"
"15104",11727,12177,30400,1,1,3,1,3,3,1,1,15,"15057","04/07/2018","1","1"
"15104",11728,12178,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11729,12179,40100,1,1,2,1,3,2,1,1,15,"15057","05/01/2018","1","1"
"15104",11730,12180,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11731,12181,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11732,12182,40500,1,1,3,1,3,3,1,1,15,"15060","21/03/2017","1","1"
"15104",11733,12183,40100,3,1,3,3,6,6,3,4,15,"15999","25/10/2015","3","1"
"15104",11734,12184,40100,1,1,1,1,3,1,1,1,15,"15013","10/01/2018","2","1"
"15104",11734,12185,30400,1,1,1,1,3,1,1,1,15,"15013","10/01/2018","1","2"
"15104",11735,12186,40100,3,1,3,1,3,4,1,1,15,"15057","17/07/2017","1","1"
"15104",11736,12187,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11737,12188,40100,1,1,3,1,3,4,1,1,99,"99999","19/04/2018","1","1"
"15104",11738,12189,40100,1,1,2,1,3,2,1,1,15,"15014","17/04/2018","1","1"
"15104",11739,12190,30400,3,1,3,3,6,6,3,4,15,"15060","14/03/2016","2","5"
"15104",11739,12191,40100,3,1,3,3,6,6,3,4,15,"15060","14/03/2016","2","5"
"15104",11740,12192,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11741,12193,40100,1,1,1,1,3,1,1,1,15,"15013","06/04/2018","1","5"
"15104",11742,12194,30700,1,1,1,1,3,1,1,1,15,"15014","21/08/2016","1","1"
"15104",11743,12195,30400,1,1,3,1,3,3,1,1,15,"15014","13/05/2017","1","1"
"15104",11744,12196,30100,1,1,3,2,1,3,2,1,15,"15060","20/04/2018","1","1"
"15104",11745,12197,40100,1,1,3,1,3,4,1,1,99,"99999","16/04/2018","1","2"
"15104",11746,12198,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11747,12199,10100,1,1,1,1,4,1,1,1,15,"15057","30/06/2017","2","1"
"15104",11748,12200,10100,1,1,1,1,4,1,1,1,15,"15037","19/02/2016","1","1"
"15104",11749,12201,10400,3,1,3,3,6,6,3,4,15,"15014","09/09/1899","3","1"
"15104",11750,12202,10100,1,1,1,1,4,1,1,1,15,"15014","30/08/2017","1","1"
"15104",11751,12203,40100,1,1,3,1,3,3,1,1,15,"15013","13/03/2018","2","1"
"15104",11752,12204,40100,1,1,2,1,4,2,1,1,15,"15014","04/04/2018","3","1"
"15104",11753,12205,30100,1,1,3,2,3,3,2,1,15,"15037","26/03/2018","1","1"
"15104",11754,12206,20600,1,1,1,1,3,1,1,2,15,"15046","09/04/2018","3","1"
"15104",11755,12207,40100,1,1,1,1,3,1,1,1,15,"15057","19/04/2018","1","1"
"15104",11755,12208,40100,1,1,1,1,3,1,1,1,15,"15057","19/04/2018","1","1"
"15104",11756,12209,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11757,12210,20600,3,1,3,3,6,6,3,4,15,"15999","12/01/2016","5","1"
"15104",11758,12211,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11759,12212,40100,1,1,2,1,3,2,1,1,15,"15057","12/04/2018","1","1"
"15104",11760,12213,30400,1,1,3,1,4,3,1,2,15,"15013","24/04/2016","1","1"
"15104",11761,12214,40100,1,1,3,1,3,3,1,1,15,"15014","12/04/2018","1","1"
"15104",11762,12215,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11763,12216,10100,1,1,1,1,4,1,1,1,15,"15057","22/04/2018","2","2"
"15104",11764,12217,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11765,12218,40100,1,1,1,1,3,1,1,1,15,"15014","21/02/2018","1","1"
"15104",11766,12219,40100,1,1,2,1,5,2,1,1,15,"15014","17/03/2018","1","1"
"15104",11766,12220,40100,1,1,2,1,3,2,1,1,15,"15014","17/03/2018","1","1"
"15104",11767,12221,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11768,12222,40100,1,1,2,1,3,2,1,1,15,"15014","17/03/2018","1","1"
"15104",11769,12223,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11770,12224,10100,1,1,1,1,4,1,1,1,99,"99999","12/11/2017","2","2"
"15104",11771,12225,40100,1,1,1,1,3,1,1,1,15,"15057","31/07/2018","1","1"
"15104",11772,12226,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11773,12227,40100,2,1,2,1,3,2,1,1,15,"15014","09/04/2018","1","1"
"15104",11774,12228,40100,1,3,1,1,3,1,1,1,15,"15013","18/11/2017","1","1"
"15104",11775,12229,40100,1,1,1,1,3,1,1,1,15,"15057","21/04/2018","1","1"
"15104",11776,12230,30400,1,1,3,1,3,3,1,1,15,"15057","09/06/2018","1","1"
"15104",11777,12231,40100,1,1,1,1,3,1,1,1,15,"15057","13/04/2018","2","2"
"15104",11778,12232,30100,2,1,3,1,1,4,1,1,15,"15013","23/02/2018","1","1"
"15104",11779,12233,40100,2,1,1,1,3,1,1,1,15,"15014","22/04/2018","1","1"
"15104",11780,12234,40500,3,1,3,2,6,5,2,1,15,"15037","22/10/2016","1","1"
"15104",11780,12235,40500,1,1,3,1,3,4,1,3,15,"15057","22/10/2016","1","1"
"15104",11781,12236,40100,1,1,1,1,3,1,1,1,15,"15037","17/04/2018","2","1"
"15104",11782,12237,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11783,12238,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15104",11784,12239,30100,1,1,3,2,3,3,2,2,15,"15014","16/04/2018","1","1"
"15104",11785,12240,40100,3,1,3,3,6,6,3,4,15,"15999","17/03/2015","1","1"
"15104",11786,12241,30700,3,1,3,3,6,6,3,4,15,"15999","09/09/1899","1","1"
"15104",11787,12242,10100,3,1,3,3,6,6,3,4,15,"15999","09/09/1899","1","1"
"15104",11788,12243,20600,3,1,3,3,6,6,3,4,15,"15999","09/09/1899","1","1"
"15104",11789,12244,40100,3,1,3,3,6,6,3,4,15,"15013","09/06/2016","1","2"
"15104",11790,12245,10100,3,1,3,3,6,6,3,4,15,"15999","09/09/1899","7","1"
"15104",11791,12246,20600,3,1,3,3,6,6,3,4,15,"15057","27/05/2016","2","1"
"15104",11792,12247,40100,3,1,3,3,6,6,3,4,15,"15014","09/09/1899","1","1"
"15106",11793,13360,40100,1,1,2,1,3,2,1,1,15,"15114","26/06/2018","2","1"
"15106",11794,13361,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11795,13362,20600,1,1,3,1,3,4,1,1,15,"15106","16/03/2017","1","1"
"15106",11796,13363,50300,2,1,3,3,1,6,0,2,15,"15054","10/03/2011","1","2"
"15106",11797,13364,40100,1,1,2,1,3,2,1,1,15,"15054","18/08/2018","3","1"
"15106",11798,13365,40100,1,1,1,1,3,1,1,1,15,"15106","22/09/2018","1","3"
"15106",11799,13366,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11800,13367,40100,1,1,1,1,3,1,1,1,15,"15106","27/06/2018","1","22"
"15106",11801,13368,20600,1,1,1,1,3,1,1,2,15,"15999","06/08/2018","3","1"
"15106",11802,13369,10400,1,1,3,1,5,4,1,1,15,"15106","16/06/2018","1","1"
"15106",11803,13370,40100,1,1,3,1,3,3,1,1,15,"15106","12/09/2018","1","1"
"15106",11804,13371,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11805,13372,20700,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11805,13373,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11805,13374,10400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11806,13375,40100,1,1,1,1,3,1,1,1,15,"15087","15/08/2018","2","1"
"15106",11807,13376,40100,1,1,2,1,3,2,1,1,15,"15106","24/09/2018","2","1"
"15106",11808,13377,20600,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11809,13378,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11810,13379,40100,2,1,3,2,3,3,2,1,15,"15106","08/08/2018","2","1"
"15106",11811,13380,30400,1,1,3,1,3,3,1,1,17,"17017","04/09/2018","1","1"
"15106",11812,13381,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11813,13382,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11814,13383,20600,1,1,1,1,3,1,1,2,15,"15999","12/08/2018","1","1"
"15106",11815,13384,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11816,13385,40100,2,1,3,2,1,4,2,1,15,"15118","06/05/2018","1","1"
"15106",11817,13386,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11818,13387,40100,1,1,3,1,3,3,1,1,15,"15106","24/07/2018","1","2"
"15106",11819,13388,40100,1,1,2,1,3,2,1,1,15,"15054","02/10/2018","1","1"
"15106",11820,13389,30400,1,1,3,3,3,3,3,1,15,"15106","22/07/2017","1","1"
"15106",11821,13390,40100,1,1,3,1,3,3,1,1,15,"15054","20/10/2018","1","1"
"15106",11822,13391,30100,2,1,3,2,1,3,2,1,15,"15106","12/09/2018","1","1"
"15106",11823,13392,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11824,13393,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11825,13394,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11826,13395,30100,2,1,3,2,1,3,2,1,15,"15054","29/09/2018","1","1"
"15106",11827,13396,40100,1,1,1,1,3,1,1,1,15,"15106","21/10/2018","2","1"
"15106",11828,13397,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11829,13398,30100,2,1,3,2,1,3,2,1,15,"15106","19/05/2018","1","1"
"15106",11830,13399,30100,2,1,3,3,1,3,3,1,15,"15087","06/09/2018","1","1"
"15106",11831,13400,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11832,13401,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11833,13402,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11834,13403,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11835,13404,80103,2,1,3,2,1,3,2,1,15,"15106","22/09/2017","1","1"
"15106",11836,13405,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11837,13406,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11838,13407,30100,2,1,3,2,2,3,2,1,15,"15106","14/08/2018","1","1"
"15106",11839,13408,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11840,13409,40100,1,1,1,1,3,1,1,1,15,"15106","30/10/2018","1","1"
"15106",11840,13410,70105,2,1,3,2,1,4,2,2,15,"15106","30/10/2018","1","1"
"15106",11841,13411,20600,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11842,13412,40600,2,1,1,1,1,1,1,1,15,"15106","11/11/2018","1","1"
"15106",11843,13413,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11844,13414,40100,1,1,3,1,3,4,1,1,15,"15106","02/10/2018","2","2"
"15106",11845,13415,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11846,13416,30100,1,1,3,1,3,3,1,1,15,"15106","19/10/2018","1","1"
"15106",11847,13417,40100,1,1,3,1,3,3,1,1,15,"15054","06/10/2018","1","1"
"15106",11848,13418,91800,2,1,3,2,1,3,2,1,15,"15106","24/08/2017","1","1"
"15106",11849,13419,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11850,13420,40100,1,1,3,1,3,3,1,1,15,"15106","22/11/2018","2","1"
"15106",11851,13421,10100,1,1,1,1,3,1,1,1,15,"15106","15/07/2018","1","1"
"15106",11852,13422,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11853,13423,40600,1,1,3,1,3,4,1,1,15,"15999","15/07/2018","3","3"
"15106",11853,13424,70300,1,1,3,1,3,4,1,1,15,"15999","15/07/2018","3","1"
"15106",11854,13425,30400,1,1,3,1,3,3,1,1,15,"15106","17/07/2016","1","1"
"15106",11855,13426,10100,1,1,1,1,3,1,1,1,15,"15106","25/02/2018","1","1"
"15106",11856,13427,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11857,13428,20600,1,1,3,1,3,4,1,2,15,"15106","16/01/2018","1","1"
"15106",11858,13429,30700,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11859,13430,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11860,13431,40100,1,1,2,1,3,2,1,1,15,"15118","19/10/2018","1","1"
"15106",11861,13432,10100,3,1,3,3,6,6,3,4,15,"15106","12/03/2015","1","1"
"15106",11862,13433,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11863,13434,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11864,13435,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11865,13436,40100,2,1,1,1,3,1,1,1,15,"15118","03/03/2018","2","6"
"15106",11866,13437,40100,3,1,3,3,6,6,3,4,15,"15106","11/10/2010","1","2"
"15106",11867,13438,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11868,13439,60200,1,1,3,3,3,6,3,1,15,"15106","10/09/2015","1","1"
"15106",11869,13440,30100,2,1,3,3,1,4,3,1,15,"15106","18/06/2017","1","1"
"15106",11870,13441,30400,1,1,3,3,3,3,3,1,15,"15106","04/10/2018","1","1"
"15106",11871,13442,30400,1,1,3,3,3,4,3,1,15,"15106","13/04/2018","2","1"
"15106",11872,13443,30400,1,1,3,1,3,3,1,1,15,"15999","22/09/2018","1","1"
"15106",11873,13444,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11874,13445,30400,1,1,3,3,3,4,3,1,15,"15106","30/03/2018","1","1"
"15106",11875,13446,50300,2,1,3,2,1,4,2,2,15,"15118","06/11/2013","1","1"
"15106",11876,13447,20600,1,1,3,1,3,4,1,3,15,"15087","21/03/2018","1","1"
"15106",11877,13448,30400,1,1,3,3,3,4,3,1,15,"15106","01/05/2016","1","1"
"15106",11878,13449,30100,2,1,3,3,1,4,3,1,15,"15106","27/11/2018","1","1"
"15106",11879,13450,40400,2,1,3,3,1,4,3,3,15,"15087","15/11/2010","1","1"
"15106",11880,13451,40100,1,1,1,1,3,1,1,1,15,"15054","21/09/2018","3","2"
"15106",11881,13452,40100,1,1,3,1,3,4,1,1,15,"15039","29/12/2018","2","1"
"15106",11882,13453,30400,1,1,3,3,3,4,3,1,15,"15106","30/11/2017","1","1"
"15106",11883,13454,30100,2,1,3,3,3,4,3,1,15,"15106","12/11/2018","1","1"
"15106",11884,13455,40500,1,1,3,3,3,4,3,3,15,"15999","05/11/2018","2","1"
"15106",11885,13456,40500,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11886,13457,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11887,13458,30400,1,1,3,3,3,4,3,1,15,"15106","28/07/2018","1","1"
"15106",11888,13459,20600,1,1,3,1,3,4,1,2,15,"15106","18/05/2018","2","5"
"15106",11889,13460,91200,1,1,3,3,2,4,3,1,15,"15106","26/11/2018","1","1"
"15106",11890,13461,10100,1,1,3,3,3,4,3,1,15,"15106","29/09/2018","1","1"
"15106",11891,13462,40700,2,1,3,3,1,4,3,1,15,"15106","26/04/2016","2","1"
"15106",11892,13463,40700,2,1,3,2,1,3,2,1,15,"15106","03/03/2018","1","1"
"15106",11893,13464,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11894,13465,10100,1,1,3,1,1,4,1,2,15,"15087","23/09/2017","1","1"
"15106",11894,13466,40600,2,1,3,3,1,4,3,1,15,"15087","23/09/2017","1","3"
"15106",11895,13467,40100,1,1,2,1,3,2,1,1,15,"15106","09/01/2019","1","1"
"15106",11896,13468,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11896,13469,30100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11897,13470,40100,1,1,3,1,3,3,1,1,15,"15106","21/08/2018","1","2"
"15106",11898,13471,10100,1,1,3,3,1,4,3,1,15,"15999","13/10/2018","1","1"
"15106",11899,13472,30400,1,1,3,3,3,3,3,1,15,"15118","04/06/2018","1","1"
"15106",11900,13473,40100,1,1,3,1,3,3,1,1,15,"15106","27/11/2018","1","2"
"15106",11901,13474,91800,2,1,3,2,1,3,2,3,15,"15106","04/09/2015","1","1"
"15106",11902,13475,10100,2,1,3,3,1,4,3,1,15,"15106","06/01/2013","1","1"
"15106",11903,13476,30400,1,1,3,1,1,3,1,1,15,"15106","18/12/2018","1","1"
"15106",11904,13477,40100,1,1,3,2,3,3,2,1,15,"15106","26/12/2018","1","1"
"15106",11905,13478,10100,1,1,3,3,4,4,3,1,15,"15120","18/02/2015","1","2"
"15106",11906,13479,40100,1,1,3,3,3,4,3,1,15,"15052","03/10/2018","3","5"
"15106",11907,13480,30400,1,1,3,3,3,4,3,1,15,"15106","09/12/2018","1","1"
"15106",11908,13481,50300,2,1,3,2,1,4,2,2,15,"15106","30/09/2017","1","2"
"15106",11909,13482,10100,1,1,3,3,3,4,3,1,15,"15114","02/11/2018","1","2"
"15106",11910,13483,30100,1,1,3,2,1,3,2,1,15,"15106","02/11/2017","1","2"
"15106",11911,13484,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11912,13485,10100,1,1,3,3,3,4,3,1,15,"15106","15/10/2018","1","2"
"15106",11913,13486,91200,2,1,3,3,1,3,3,1,15,"15106","04/10/2018","2","1"
"15106",11914,13487,40100,1,1,3,1,3,3,1,1,15,"15106","02/01/2019","2","3"
"15106",11915,13488,10400,2,1,3,1,3,3,1,1,15,"15106","27/01/2019","1","1"
"15106",11916,13489,10100,1,1,2,1,3,2,1,1,15,"15106","02/12/2018","1","1"
"15106",11917,13490,40100,1,1,1,1,3,1,1,1,15,"15106","07/12/2018","4","1"
"15106",11918,13491,50300,2,1,3,2,1,4,2,2,15,"15106","13/11/2012","1","1"
"15106",11919,13492,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11920,13493,40100,1,1,3,2,3,3,2,1,15,"15106","05/10/2018","2","1"
"15106",11921,13494,40100,1,1,3,3,3,4,3,1,15,"15114","25/12/2018","1","1"
"15106",11922,13495,30100,1,1,3,2,1,3,2,1,15,"15999","14/07/2018","1","1"
"15106",11923,13496,40100,1,1,2,1,3,2,1,1,15,"15106","28/01/2019","1","2"
"15106",11924,13497,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11925,13498,20600,1,1,3,1,3,4,1,2,15,"15106","30/01/2019","1","1"
"15106",11926,13499,40100,1,1,3,3,3,4,3,1,15,"15999","27/01/2019","2","1"
"15106",11926,13500,40100,1,2,3,3,3,4,3,1,99,"99999","27/01/2019","2","3"
"15106",11927,13501,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11928,13502,80102,1,1,3,3,3,4,3,1,15,"15106","31/10/2017","1","1"
"15106",11928,13503,10400,2,1,3,1,1,3,1,1,15,"15106","31/10/2017","2","1"
"15106",11929,13504,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11930,13505,40100,1,1,3,1,3,3,1,1,15,"15054","31/01/2019","1","1"
"15106",11931,13506,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11932,13507,10100,1,1,1,1,4,1,1,1,15,"15099","30/10/2018","5","5"
"15106",11933,13508,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11934,13509,20600,1,1,3,1,3,4,1,3,15,"15110","15/07/2018","1","1"
"15106",11934,13510,40500,1,1,3,1,3,4,1,3,15,"15110","15/07/2018","1","1"
"15106",11935,13511,40100,1,1,3,1,3,4,1,1,15,"15106","01/02/2019","3","2"
"15106",11936,13512,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11937,13513,20600,1,1,1,1,3,1,1,1,15,"15054","15/01/2019","2","1"
"15106",11937,13514,40100,1,1,1,1,3,1,1,1,15,"15090","15/01/2019","1","1"
"15106",11938,13515,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11939,13516,40100,1,1,3,1,3,3,1,1,15,"15106","01/02/2019","1","1"
"15106",11940,13517,30100,1,1,3,3,3,3,3,1,15,"15106","14/02/2018","1","1"
"15106",11941,13518,20600,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11942,13519,10100,1,1,3,3,3,4,3,1,15,"15106","06/11/2018","1","1"
"15106",11943,13520,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11944,13521,10100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11945,13522,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11946,13523,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11947,13524,30400,1,1,3,1,1,3,1,1,15,"15106","04/02/2019","1","1"
"15106",11948,13525,30400,1,1,3,1,1,3,1,1,15,"15106","14/01/2019","1","1"
"15106",11949,13526,40100,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11950,13527,30700,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
"15106",11951,13528,30400,3,3,3,3,6,6,3,4,99,"99999","09/09/1899","1","1"
